0 1060.090000 406.582000 1045.240000 477.237000 998.203000 477.212000 936.491000 527.217000 974.829000 580.392000 1089.510000 474.361000 1115.920000 527.211000 1098.440000 577.323000 1045.480000 624.512000 1018.890000 627.359000 1021.650000 742.078000 1007.090000 856.994000 1074.730000 624.409000 1092.430000 736.191000 1098.300000 845.179000 1045.470000 391.970000 1068.780000 391.994000 1021.890000 409.552000 1068.950000 409.709000 1139.600000 877.586000 1142.460000 862.930000 1092.370000 857.116000 1015.890000 889.398000 998.160000 886.411000 1012.990000 862.968000
1 1060.110000 406.582000 1045.210000 477.227000 998.145000 474.416000 936.499000 527.281000 977.544000 580.388000 1089.520000 474.341000 1115.930000 527.180000 1101.260000 577.289000 1045.470000 624.468000 1018.850000 624.586000 1021.670000 742.095000 1007.080000 857.009000 1074.740000 621.636000 1092.390000 736.204000 1098.310000 845.184000 1045.490000 391.967000 1068.800000 391.994000 1021.900000 409.539000 1068.960000 409.704000 1139.570000 877.575000 1142.460000 862.913000 1092.380000 857.112000 1015.880000 889.387000 998.151000 886.409000 1012.970000 862.998000
2 1062.950000 406.582000 1045.250000 477.238000 998.179000 477.199000 936.506000 527.281000 977.588000 580.352000 1089.540000 474.366000 1115.990000 527.264000 1101.300000 577.296000 1048.170000 624.517000 1018.910000 627.359000 1021.690000 742.100000 1004.270000 857.037000 1074.810000 624.406000 1092.430000 736.296000 1098.330000 845.192000 1048.160000 391.961000 1068.820000 391.987000 1021.910000 409.520000 1069.010000 409.656000 1139.550000 877.583000 1142.450000 862.923000 1092.400000 859.794000 1015.930000 889.341000 998.197000 886.391000 1010.020000 865.810000
3 1062.980000 406.585000 1045.240000 477.248000 998.133000 477.213000 939.346000 527.313000 977.648000 580.383000 1092.280000 474.372000 1116.060000 527.339000 1101.320000 577.249000 1048.210000 624.547000 1021.650000 627.385000 1021.720000 739.370000 1007.050000 856.987000 1074.840000 624.445000 1092.430000 736.283000 1098.320000 845.182000 1048.180000 391.960000 1068.840000 391.990000 1021.930000 409.508000 1068.990000 409.662000 1139.550000 877.576000 1142.450000 862.924000 1092.400000 857.127000 1015.920000 889.370000 998.203000 886.394000 1010.040000 862.951000
4 1063.010000 406.557000 1045.250000 477.225000 998.135000 477.189000 939.388000 527.333000 977.710000 580.420000 1092.280000 474.349000 1116.090000 527.286000 1104.170000 574.504000 1048.240000 624.432000 1021.690000 624.548000 1021.740000 739.316000 1007.090000 857.026000 1074.850000 621.604000 1092.500000 736.276000 1098.300000 842.316000 1048.220000 391.943000 1068.870000 392.006000 1024.620000 409.523000 1068.980000 409.693000 1139.580000 877.574000 1142.460000 862.915000 1092.350000 857.076000 1015.920000 889.411000 998.195000 886.421000 1010.080000 862.972000
5 1063.030000 406.571000 1045.270000 477.228000 998.181000 477.187000 939.435000 527.320000 977.697000 580.397000 1092.290000 474.350000 1116.120000 527.231000 1107.100000 574.478000 1048.250000 624.451000 1021.700000 624.561000 1021.750000 739.344000 1007.100000 857.021000 1074.870000 621.631000 1092.510000 736.303000 1098.300000 842.313000 1048.240000 391.959000 1068.880000 392.021000 1024.630000 409.529000 1068.980000 409.687000 1139.570000 877.573000 1142.460000 862.915000 1092.350000 857.076000 1015.910000 889.399000 998.191000 886.412000 1012.930000 862.959000
6 1063.060000 406.592000 1045.300000 477.221000 998.265000 477.214000 942.296000 527.283000 977.663000 580.367000 1092.300000 474.312000 1116.120000 527.230000 1107.130000 574.474000 1048.300000 624.521000 1021.730000 627.355000 1021.750000 739.366000 1007.160000 857.021000 1077.720000 624.430000 1092.530000 736.336000 1098.300000 842.282000 1048.250000 391.984000 1068.890000 392.034000 1024.650000 409.541000 0.000000 0.000000 1139.570000 877.550000 1142.460000 862.894000 1092.340000 857.052000 1015.870000 889.374000 998.186000 886.386000 1013.020000 862.988000
7 1065.840000 406.576000 1045.330000 477.222000 998.321000 477.211000 942.299000 527.261000 977.663000 580.395000 1092.310000 474.323000 1116.120000 527.201000 1107.170000 574.462000 1048.320000 624.482000 1021.760000 624.591000 1021.780000 739.330000 1007.150000 857.029000 1077.710000 624.391000 1092.520000 736.316000 1098.310000 842.297000 1048.270000 391.980000 1068.900000 392.026000 1024.680000 409.559000 0.000000 0.000000 1139.580000 877.540000 1142.460000 862.889000 1092.350000 857.068000 1015.880000 889.381000 998.181000 886.380000 1013.010000 862.995000
8 1065.870000 406.575000 1045.320000 477.211000 998.279000 474.393000 942.324000 527.335000 977.716000 583.221000 1092.310000 474.342000 1118.870000 524.421000 1107.190000 574.452000 1048.310000 624.438000 1021.730000 624.553000 1021.800000 739.382000 1007.120000 857.056000 1077.720000 621.624000 1092.530000 736.312000 1098.300000 845.169000 1048.280000 391.967000 1068.920000 392.025000 1024.670000 409.549000 0.000000 0.000000 1139.620000 877.540000 1142.490000 862.884000 1092.320000 859.823000 1015.870000 892.292000 998.190000 886.460000 1012.960000 865.792000
9 1065.870000 406.563000 1045.340000 477.207000 998.307000 474.372000 942.322000 527.340000 977.689000 580.444000 1092.320000 474.372000 1118.890000 524.408000 1110.060000 574.463000 1048.370000 624.448000 1021.780000 624.566000 1021.810000 742.073000 1007.130000 857.049000 1077.800000 621.634000 1092.530000 736.312000 1098.300000 845.167000 1048.290000 391.965000 1068.920000 392.031000 1024.690000 409.559000 0.000000 0.000000 1139.620000 877.537000 1142.490000 862.884000 1092.320000 859.818000 1015.860000 892.308000 998.183000 886.463000 1012.960000 865.769000
